created,text,retwc,hashtag,followers,friends
2021-06-04 21:10:49,b'RT @nicktolhurst: +UPDATE+\n\nIreland positioning itself as post Covid \xe2\x80\x9ceducational &amp; cultural hub\xe2\x80\x9d as EU schools ditch UK in their school tr\xe2\x80\xa6',407,None,161,442
2021-06-04 21:10:47,b'RT @GSheralee: @rdanielkelemen they\xe2\x80\x99re trying destroy small &amp; medium business then 100 ppl will own the whole of the U.K. honestly Brexit c\xe2\x80\xa6',3,None,382,353
2021-06-04 21:10:47,"b""@SaltyDuchess British\nUnionist\nAnti Woke\nMonarchist\nConservative\nAnti SNP\nPro Brexit\nPro Vaccine\nI don't want to kn\xe2\x80\xa6 https://t.co/slG4HRBauE""",0,None,179,352
2021-06-04 21:10:47,b'RT @coaimpaul: Brits have been warned they could see their supermarket bills soar as new red tape on trade with the EU comes into effect. S\xe2\x80\xa6',370,None,2185,2003
2021-06-04 21:10:45,"b""RT @acgrayling: I don't think Labour has any idea of the size &amp; strength of anti-Brexit feeling in the UK. #Rejoin is never going to go awa\xe2\x80\xa6""",1104,Rejoin,383,609
2021-06-04 21:10:45,"b""RT @Matt_JE7: #LBC caller : I forgive Johnson and Hancock for all the mistakes (deaths), but they've lost my support over the Portugal deba\xe2\x80\xa6""",1399,LBC,1680,1446
2021-06-04 21:10:44,"b'RT @GeorgePeretzQC: Question: if Ireland still allows EEA nationals to arrive in Ireland with just an ID card, what is the point in the U.K\xe2\x80\xa6'",24,None,497,339
2021-06-04 21:10:44,"b'RT @jonlis1: To be clear, it\xe2\x80\x99s good news that the UK has signed a trade deal with Norway and Iceland - but no amount of spin from Liz Truss\xe2\x80\xa6'",220,None,160,235
2021-06-04 21:10:43,"b'RT @DalbidEU: @RussellScott1 @JolyonMaugham Years of calling out Brexit and the Tories. But what were once waves of stupidity, corruption a\xe2\x80\xa6'",8,None,1423,4987
2021-06-04 21:10:42,"b'RT @dontbrexitfixit: If I accept Brexit, then I accept deception, cheating, lying and breaking the law.\nIf I embrace Brexit then I embrace\xe2\x80\xa6'",129,None,2078,4844
